"PDF","Method 1","Method 2","","Accepts Method 1","Accepts Method 2"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","31"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","32"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","33"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","34"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","35"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","36"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","37"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","38"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","39"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
"","","","","12","40"
